rider_id,total_trips,total_spend_usd,avg_trip_fare_usd,first_trip_date,last_trip_date
R0007823,1,52.91,52.91,2020-05-03,2020-05-03
R0022145,1,77.57,77.57,2021-04-28,2021-04-28
R0022437,1,49.52,49.52,2024-09-10,2024-09-10
R0038638,2,31.7,21.935,2021-07-19,2023-06-11
R0013675,1,21.0,21.0,2024-11-20,2024-11-20
R0004595,5,220.21999999999997,59.88399999999999,2020-05-21,2025-06-21
R0022714,1,85.24,85.24,2021-02-09,2021-02-09
R0035528,4,175.76,43.94,2022-12-13,2022-12-13
R0020146,2,141.62,70.81,2022-07-20,2022-07-20
R0052344,3,113.91,37.97,2025-08-02,2025-08-02
R0006532,1,55.48,55.48,2022-10-27,2022-10-27
R0055766,1,53.61,53.61,2025-04-09,2025-04-09
R0040549,4,205.53000000000003,67.12,2021-10-23,2024-07-24
R0049798,3,83.97,58.089999999999996,2021-10-01,2024-04-04
R0050932,2,54.3,47.54,2020-10-23,2023-05-28
R0066309,4,422.03,105.5075,2020-01-17,2023-04-22
R0025924,4,70.93,27.3975,2021-10-09,2024-03-01
R0012901,2,83.3,41.65,2025-01-06,2025-01-06
R0002732,1,40.34,40.34,2021-08-15,2021-08-15
R0031028,6,158.82000000000002,33.72166666666667,2020-04-22,2025-09-26
R0066946,2,64.59,62.5,2022-07-14,2023-01-06
R0027254,4,235.74,58.935,2024-06-28,2025-03-11
R0063981,6,225.16,50.93,2020-12-03,2025-11-16
R0063430,3,106.13000000000001,44.49,2020-05-13,2020-12-28
R0014885,1,22.49,22.49,2022-10-07,2022-10-07
R0061891,4,257.68,64.42,2020-01-01,2025-04-27
R0048821,5,366.66999999999996,73.33399999999999,2021-05-11,2022-10-12
R0042945,1,46.57,46.57,2022-12-28,2022-12-28
R0069894,3,229.07999999999998,76.36,2020-03-16,2020-03-16
R0071229,1,30.46,30.46,2022-09-27,2022-09-27
R0066298,2,43.47,51.435,2022-08-08,2024-01-15
R0054601,2,80.0,40.0,2020-08-24,2020-08-24
R0051840,1,37.9,37.9,2025-12-14,2025-12-14
R0038181,1,60.97,60.97,2023-07-04,2023-07-04
R0013502,1,59.01,59.01,2024-10-20,2024-10-20
R0019636,1,42.76,42.76,2020-05-24,2020-05-24
R0029966,1,88.97,88.97,2022-06-01,2022-06-01
R0054834,2,70.89,35.445,2022-05-06,2023-08-22
R0001001,2,24.22,29.52,2020-11-23,2021-07-04
R0062090,2,62.0,59.905,2021-06-01,2021-08-17
R0000991,1,45.57,45.57,2022-04-24,2022-04-24
R0022170,2,24.8,36.81,2023-02-14,2025-04-23
R0036821,4,199.56,49.89,2025-11-24,2025-11-24
R0025302,2,26.59,43.335,2021-08-12,2024-05-03
R0039609,1,82.04,82.04,2024-06-13,2024-06-13
R0021632,3,173.76000000000002,57.92000000000001,2022-08-27,2023-08-17
R0036292,1,62.65,62.65,2024-11-05,2024-11-05
R0068346,1,29.9,29.9,2021-03-20,2021-03-20
R0036739,2,136.94,68.47,2021-01-04,2021-01-04
R0069405,1,34.9,34.9,2025-04-10,2025-04-10
R0062936,6,162.98,53.56,2023-03-04,2025-09-17
R0060717,1,53.69,53.69,2021-07-18,2021-07-18
R0021390,3,136.38,45.46,2022-05-27,2022-05-27
R0007089,2,0.0,65.235,2022-06-15,2023-01-05
R0002551,2,60.13,96.21,2022-11-16,2025-05-09
R0002428,2,79.12,39.56,2020-08-21,2025-01-24
R0064830,3,69.33000000000001,33.913333333333334,2020-05-08,2022-11-26
R0006677,2,94.68,47.34,2022-02-05,2022-02-05
R0013037,2,58.02,29.01,2022-10-22,2022-10-22
R0024267,6,101.55,28.463333333333335,2022-07-19,2023-10-08
R0047224,3,91.71000000000001,30.570000000000004,2022-12-03,2022-12-03
R0010635,2,83.42,41.71,2023-06-13,2023-06-13
R0006611,1,49.99,49.99,2020-01-09,2020-01-09
R0060518,3,63.34,32.79666666666667,2020-09-14,2025-03-12
R0051608,3,155.6,66.66,2020-06-23,2025-08-01
R0010197,4,353.83000000000004,88.45750000000001,2021-05-25,2023-11-16
R0038670,2,36.89,45.980000000000004,2022-04-18,2022-10-10
R0023499,3,182.22,60.74,2022-02-27,2024-04-05
R0024313,2,30.61,30.61,2025-02-28,2025-02-28
R0001829,4,246.9,61.725,2022-02-08,2025-05-17
R0038909,1,17.47,17.47,2024-05-22,2024-05-22
R0073756,1,44.47,44.47,2022-05-08,2022-05-08
R0023637,1,42.07,42.07,2020-07-01,2020-07-01
R0058332,4,306.58000000000004,76.64500000000001,2020-12-05,2025-11-17
R0033540,4,274.57,68.6425,2021-01-11,2021-07-04
R0012515,2,39.95,39.95,2023-01-15,2023-01-15
R0024708,1,36.99,36.99,2021-07-16,2021-07-16
R0051492,1,40.92,40.92,2020-10-22,2020-10-22
R0072898,2,155.82,77.91,2020-01-02,2025-11-14
R0065760,3,92.98,67.43333333333334,2020-07-25,2025-11-14
R0014474,4,94.77,39.45,2021-11-20,2025-11-04
R0013904,2,68.78,34.39,2025-06-18,2025-06-18
R0073131,2,92.6,46.3,2021-09-14,2021-09-14
R0039868,2,120.43,60.215,2020-03-06,2025-03-14
R0039418,6,268.8,44.800000000000004,2020-04-08,2021-12-17
R0047715,2,39.9,19.95,2023-05-12,2023-05-12
R0059192,3,199.07999999999998,66.36,2022-06-13,2022-06-13
R0053024,3,79.14,85.75666666666666,2021-08-18,2025-05-14
R0035574,2,66.65,79.13,2022-10-20,2024-11-23
R0024363,3,222.66,74.22,2020-04-09,2020-04-09
R0026528,1,68.3,68.3,2024-01-01,2024-01-01
R0028606,3,151.95,50.65,2021-05-12,2025-11-16
R0047290,1,61.2,61.2,2025-05-13,2025-05-13
R0045978,5,159.64999999999998,50.217999999999996,2020-11-10,2024-08-20
R0003385,3,255.20999999999998,85.07,2020-08-15,2020-08-15
R0057134,3,69.34,39.303333333333335,2020-08-19,2022-11-05
R0017398,1,28.57,28.57,2022-02-02,2022-02-02
R0010203,2,114.6,57.3,2023-03-27,2023-03-27
R0072377,5,178.03000000000003,35.60600000000001,2022-09-11,2024-01-10
R0039548,3,165.92000000000002,55.30666666666667,2020-05-23,2024-11-25
R0066015,1,53.37,53.37,2020-08-06,2020-08-06
R0035976,3,138.06,89.86666666666667,2020-07-20,2022-11-26
R0020657,3,99.02,42.62,2023-01-15,2025-08-22
R0019945,3,116.14,62.660000000000004,2021-09-03,2023-02-14
R0039637,4,236.72,59.18,2025-01-16,2025-01-16
R0037465,2,147.32999999999998,73.66499999999999,2021-05-03,2023-02-02
R0054011,3,91.23,30.41,2021-11-28,2021-11-28
R0022900,2,70.16,35.08,2021-12-07,2021-12-07
R0001992,2,119.38999999999999,59.69499999999999,2022-01-02,2022-06-26
R0074256,2,73.93,58.620000000000005,2020-04-17,2020-07-09
R0031335,2,45.88,22.94,2024-01-23,2024-01-23
R0073877,4,206.67000000000002,51.667500000000004,2021-11-20,2022-09-25
R0023128,2,82.58,41.29,2024-07-27,2024-07-27
R0071642,2,65.75,32.875,2023-03-06,2024-06-26
R0025880,3,61.29,20.43,2025-05-16,2025-05-16
R0031022,2,95.31,47.655,2021-08-03,2023-07-25
R0047479,3,24.59,54.51666666666667,2020-08-13,2024-01-01
R0053989,4,274.74,68.685,2021-08-22,2021-09-19
R0017586,2,95.39,95.39,2025-09-28,2025-09-28
R0058986,2,64.31,61.915000000000006,2020-03-28,2021-02-16
R0021382,1,61.11,61.11,2023-03-14,2023-03-14
R0074125,4,171.45,42.8625,2022-07-12,2025-08-08
R0013960,1,94.95,94.95,2023-05-03,2023-05-03
R0003584,1,37.14,37.14,2022-04-20,2022-04-20
R0047141,1,32.79,32.79,2022-10-01,2022-10-01
R0027251,2,94.45,69.92,2020-01-26,2020-07-11
R0062654,1,94.2,94.2,2024-06-07,2024-06-07
R0050900,5,389.71999999999997,77.94399999999999,2025-02-11,2025-09-03
R0025762,4,42.65,63.42,2020-05-23,2021-06-10
R0051718,1,84.67,84.67,2024-12-14,2024-12-14
R0003095,1,40.07,40.07,2022-07-11,2022-07-11
R0066890,1,78.69,78.69,2021-08-23,2021-08-23
R0040440,1,66.31,66.31,2023-01-17,2023-01-17
R0054490,3,184.01,61.336666666666666,2021-07-15,2022-08-27
R0001748,1,97.77,97.77,2022-11-24,2022-11-24
R0029218,1,48.49,48.49,2024-02-04,2024-02-04
R0033351,2,63.54,31.77,2021-08-02,2021-08-02
R0055569,2,23.06,42.005,2023-07-11,2023-10-05
R0031294,3,32.97,39.96666666666667,2022-03-06,2022-07-17
R0033592,1,0.0,72.66,2022-03-04,2022-03-04
R0008779,1,75.3,75.3,2023-09-27,2023-09-27
R0045502,3,148.05,49.35,2020-09-03,2023-05-10
R0050181,4,63.21,42.052499999999995,2020-11-01,2025-09-05
R0068467,1,42.8,42.8,2025-07-28,2025-07-28
R0055101,1,71.82,71.82,2021-04-02,2021-04-02
R0057246,2,75.14,65.02,2020-06-10,2020-07-28
R0057915,1,89.22,89.22,2020-11-02,2020-11-02
R0070065,4,169.70999999999998,42.427499999999995,2023-01-21,2024-09-10
R0042718,2,114.5,57.25,2024-05-15,2024-05-15
R0045816,2,31.16,15.58,2024-06-21,2024-06-21
R0009171,1,81.32,81.32,2020-10-21,2020-10-21
R0015260,2,38.43,36.095,2021-01-23,2023-06-09
R0017764,2,72.34,36.17,2020-11-20,2020-11-20
R0069344,1,38.38,38.38,2020-04-03,2020-04-03
R0058771,3,241.31,121.36,2020-04-08,2020-08-10
R0034877,2,122.11999999999999,61.059999999999995,2020-07-26,2023-07-28
R0015546,1,81.25,81.25,2023-05-17,2023-05-17
R0066811,2,39.38,39.215,2022-03-10,2022-08-17
R0050382,1,99.99,99.99,2025-08-16,2025-08-16
R0073659,3,130.14,43.379999999999995,2021-02-14,2025-07-21
R0037343,2,66.58,33.29,2021-02-18,2021-02-18
R0006274,1,67.75,67.75,2022-10-03,2022-10-03
R0038096,2,24.38,40.97,2022-08-17,2024-08-23
R0015711,2,173.58,86.79,2020-11-23,2020-11-23
R0072596,4,123.3,71.4025,2020-06-12,2025-11-13
R0024405,1,26.67,26.67,2025-06-07,2025-06-07
R0056068,4,275.15999999999997,78.0375,2022-10-28,2023-09-07
R0001278,2,59.5,53.845,2022-08-09,2024-07-11
R0001371,1,54.31,54.31,2021-12-28,2021-12-28
R0070254,1,63.75,63.75,2023-08-28,2023-08-28
R0051233,6,286.5,47.75,2020-06-13,2024-09-06
R0012196,1,0.0,23.93,2025-02-28,2025-02-28
R0048013,2,27.64,21.385,2020-11-15,2021-10-28
R0061875,4,213.27,71.575,2022-06-08,2025-05-03
R0029215,2,19.53,45.38,2021-08-21,2022-05-15
R0046831,2,145.5,72.75,2021-06-12,2021-06-12
R0008006,1,71.08,71.08,2025-06-21,2025-06-21
R0061228,3,82.19999999999999,27.399999999999995,2021-10-02,2021-10-02
R0066816,1,46.93,46.93,2022-06-08,2022-06-08
R0044925,3,172.82999999999998,57.60999999999999,2021-03-02,2021-03-02
R0055038,2,129.06,64.53,2023-03-25,2023-03-25
R0041102,2,139.65,80.61,2024-07-28,2025-10-13
R0050216,1,50.65,50.65,2024-11-26,2024-11-26
R0003813,2,28.12,35.980000000000004,2021-01-18,2021-08-11
R0067080,3,88.23,29.41,2025-09-17,2025-09-17
R0049390,1,59.61,59.61,2024-05-13,2024-05-13
R0068076,1,24.94,24.94,2020-04-22,2020-04-22
R0060314,1,46.65,46.65,2025-02-13,2025-02-13
R0043874,5,253.54000000000002,56.056000000000004,2021-11-26,2024-12-26
R0038352,2,85.12,42.56,2022-02-28,2022-02-28
R0003791,2,51.57,45.285,2022-09-15,2024-07-14
R0056663,1,46.04,46.04,2025-05-03,2025-05-03
R0010390,1,16.88,16.88,2020-02-16,2020-02-16
R0066471,4,283.95,70.9875,2021-01-09,2024-05-21
R0064207,2,95.69,55.765,2020-08-04,2021-05-02
R0012048,5,311.34000000000003,69.42800000000001,2020-06-09,2023-07-13
R0031375,3,109.1,49.99333333333333,2025-04-06,2025-08-28
R0049361,1,34.1,34.1,2020-05-08,2020-05-08
R0014552,2,125.6,62.8,2024-08-13,2024-08-13
R0004745,2,29.61,38.1,2023-02-17,2023-03-23
R0047332,1,63.34,63.34,2022-06-19,2022-06-19
R0056358,2,79.4,82.095,2020-12-07,2022-10-09
R0058309,1,42.07,42.07,2020-11-04,2020-11-04
R0048257,3,103.7,34.56666666666667,2023-05-03,2025-08-03
R0000646,3,70.8,36.693333333333335,2021-05-14,2025-10-15
R0011200,2,32.28,26.91,2021-02-01,2024-06-28
R0044030,1,43.67,43.67,2025-10-22,2025-10-22
R0066729,3,169.41,56.47,2022-12-23,2022-12-23
R0037747,3,81.74,38.53666666666666,2023-02-28,2023-03-12
R0002056,1,0.0,21.95,2022-08-14,2022-08-14
R0025123,2,19.72,23.85,2020-08-14,2022-11-02
R0036632,2,103.65,62.690000000000005,2020-09-10,2022-06-28
R0055904,3,87.67999999999999,40.50666666666667,2020-10-14,2025-07-06
R0022303,5,270.76,62.576,2022-06-02,2025-02-20
R0043701,2,65.7,32.85,2020-05-09,2020-05-09
R0061330,1,51.61,51.61,2020-01-27,2020-01-27
R0063432,3,214.20000000000002,71.4,2025-12-02,2025-12-02
R0040576,2,50.57,35.38,2020-02-03,2024-02-03
R0037255,2,229.16,114.58,2025-12-14,2025-12-14
R0071781,2,59.150000000000006,29.575000000000003,2023-06-11,2025-11-17
R0056524,2,82.82,41.41,2020-12-17,2020-12-17
R0048354,4,95.96,51.8775,2020-08-23,2025-01-12
R0022544,3,182.82,60.94,2023-05-18,2023-05-18
R0053200,7,223.08,42.31571428571429,2024-09-20,2025-10-08
R0060828,3,87.84,29.28,2021-12-21,2023-05-24
R0024456,1,0.0,63.36,2023-02-24,2023-02-24
R0066710,1,91.01,91.01,2021-01-26,2021-01-26
R0022768,1,0.0,50.09,2023-11-28,2023-11-28
R0069226,1,72.91,72.91,2023-04-10,2023-04-10
R0064539,1,24.37,24.37,2020-12-20,2020-12-20
R0072118,1,47.46,47.46,2020-04-22,2020-04-22
R0030850,1,38.52,38.52,2020-05-13,2020-05-13
R0065085,3,112.86,55.53333333333333,2021-07-21,2024-09-09
R0047861,1,48.83,48.83,2024-10-13,2024-10-13
R0031263,2,101.92,50.96,2022-03-24,2022-03-24
R0030169,2,160.95999999999998,80.47999999999999,2022-11-28,2023-03-03
R0010129,2,120.01,73.0,2021-08-03,2024-01-25
R0005020,3,15.43,40.4,2021-02-18,2025-09-14
R0027149,1,14.26,14.26,2020-05-19,2020-05-19
R0010953,4,120.53999999999999,32.7575,2022-11-02,2024-09-13
R0001581,1,32.12,32.12,2024-03-12,2024-03-12
R0067779,1,0.0,19.23,2020-09-11,2020-09-11
R0026960,2,27.63,69.64,2025-04-04,2025-08-02
R0064421,2,61.44,45.125,2024-10-09,2025-01-19
R0016507,1,41.77,41.77,2020-03-02,2020-03-02
R0038842,4,171.56,42.89,2021-01-09,2023-07-11
R0008601,1,62.11,62.11,2023-11-17,2023-11-17
R0063970,3,102.21000000000001,34.07,2020-08-26,2020-08-26
R0008274,4,126.76,31.69,2022-01-07,2023-10-03
R0001975,3,166.63,55.54333333333333,2021-05-22,2025-06-03
R0005240,2,116.58,58.29,2023-02-01,2023-02-01
R0062631,1,43.89,43.89,2023-08-26,2023-08-26
R0071003,1,62.0,62.0,2024-06-12,2024-06-12
R0047758,3,102.64,47.24,2023-01-25,2024-07-24
R0056482,1,46.93,46.93,2023-06-22,2023-06-22
R0055560,2,154.7,77.35,2023-11-05,2023-11-05
R0008683,3,105.48,52.74,2024-08-02,2024-08-02
R0048933,1,102.9,102.9,2023-04-03,2023-04-03
R0016109,2,20.33,49.975,2021-05-04,2021-05-07
R0071506,2,67.2,33.6,2022-04-08,2022-04-08
R0031343,1,31.57,31.57,2020-11-13,2020-11-13
R0012261,7,284.8,48.72714285714286,2020-07-27,2025-08-03
R0002019,2,82.5,41.25,2025-11-20,2025-11-20
R0061880,1,68.88,68.88,2021-04-27,2021-04-27
R0052919,5,190.79,44.007999999999996,2020-07-23,2024-03-01
R0029837,4,262.08000000000004,65.52000000000001,2021-08-09,2025-12-03
R0007619,5,312.31,68.31,2020-07-07,2023-10-13
R0000955,1,66.23,66.23,2025-05-28,2025-05-28
R0031064,4,136.64999999999998,47.027499999999996,2020-03-24,2025-04-12
R0053148,2,62.02,57.175,2020-12-05,2025-10-05
R0074073,1,87.54,87.54,2020-09-05,2020-09-05
R0043044,1,35.68,35.68,2023-10-20,2023-10-20
R0072674,3,46.08,32.169999999999995,2022-04-24,2025-07-12
R0052265,1,27.03,27.03,2020-07-13,2020-07-13
R0037451,2,103.39000000000001,51.69500000000001,2022-11-26,2023-01-17
R0072041,2,61.48,34.775,2020-05-23,2022-01-10
R0034014,3,98.82,32.94,2021-07-01,2021-07-01
R0040063,1,41.77,41.77,2021-10-12,2021-10-12
R0007174,1,44.72,44.72,2020-11-13,2020-11-13
R0073480,1,32.77,32.77,2025-07-14,2025-07-14
R0028629,4,194.85000000000002,48.712500000000006,2020-01-21,2024-03-13
R0000831,3,98.34,39.31666666666667,2020-04-21,2023-10-04
R0052787,4,80.8,33.4,2023-10-01,2024-10-13
R0002785,3,91.8,50.65333333333333,2022-03-19,2025-10-26
R0033117,2,148.48,74.24,2023-06-14,2023-06-14
R0033338,2,49.37,49.37,2025-06-15,2025-06-15
R0012871,2,127.6,63.8,2024-02-28,2024-02-28
R0047533,2,40.26,20.13,2022-08-08,2022-08-08
R0013241,2,107.49000000000001,53.745000000000005,2022-04-15,2024-11-07
R0064665,1,56.85,56.85,2021-12-26,2021-12-26
R0048679,4,265.59000000000003,66.39750000000001,2022-06-01,2024-08-19
R0030461,3,77.82,55.71,2020-04-10,2022-06-04
R0057210,2,46.84,53.17,2021-11-20,2024-01-27
R0049032,2,0.0,79.495,2025-10-05,2025-10-26
R0021556,2,147.52,73.76,2025-02-07,2025-02-07
R0027735,1,27.49,27.49,2021-01-09,2021-01-09
R0035820,2,26.23,65.495,2021-10-18,2025-12-23
R0045656,4,112.78,51.052499999999995,2021-07-05,2022-01-24
R0003100,1,53.84,53.84,2022-04-06,2022-04-06
R0037555,4,113.43,52.485,2020-05-07,2025-02-12
R0042977,1,44.09,44.09,2022-06-07,2022-06-07
R0006480,3,217.44,72.48,2022-07-02,2024-07-06
R0005366,1,43.08,43.08,2021-02-09,2021-02-09
R0068015,2,74.38,37.19,2025-02-23,2025-02-23
R0025147,5,228.75,60.470000000000006,2020-10-07,2024-08-19
R0058469,2,137.54,68.77,2022-05-14,2022-05-14
R0022431,3,160.89,53.629999999999995,2022-01-01,2024-05-23
R0013365,2,28.34,29.33,2020-11-27,2024-01-24
R0040509,2,62.24,84.925,2022-06-01,2023-11-12
R0047543,1,80.42,80.42,2022-08-17,2022-08-17
R0049039,1,57.1,57.1,2022-12-09,2022-12-09
R0027502,2,55.12,27.56,2024-10-15,2024-10-15
R0068972,4,358.32,104.58,2020-12-27,2024-06-07
R0009362,3,117.50999999999999,51.099999999999994,2020-03-14,2022-11-26
R0074793,1,112.51,112.51,2021-01-05,2021-01-05
R0063888,2,113.66000000000001,56.830000000000005,2025-04-10,2025-08-08
R0056072,3,105.28,35.093333333333334,2023-06-05,2024-09-26
R0048116,3,94.16,57.01666666666667,2023-02-28,2025-03-03
R0027420,3,57.41,41.12,2024-01-06,2025-02-16
R0066255,2,27.79,42.845,2021-07-12,2022-12-11
R0000249,1,44.74,44.74,2020-04-17,2020-04-17
R0026857,1,70.26,70.26,2022-03-21,2022-03-21
R0065251,2,51.98,25.99,2024-04-08,2024-04-08
R0049666,3,22.5,49.41,2023-02-16,2025-02-14
R0004837,3,99.66,71.46333333333332,2020-07-22,2021-12-05
R0039889,1,101.96,101.96,2023-06-12,2023-06-12
R0024144,1,14.41,14.41,2022-04-07,2022-04-07
R0066535,4,33.67,39.292500000000004,2021-12-26,2022-05-09
R0046263,2,0.0,41.76,2020-10-12,2022-03-08
R0044606,2,87.66,43.83,2022-12-11,2024-02-11
R0070192,5,106.59,30.972,2020-01-06,2025-04-23
R0071321,2,80.06,80.655,2021-03-06,2024-01-24
R0020238,2,36.83,18.415,2020-10-16,2024-09-11
R0029552,3,46.8,46.07666666666666,2020-10-23,2024-11-13
R0053526,2,120.1,60.05,2020-12-14,2020-12-14
R0028359,2,132.88,66.44,2021-05-13,2021-05-13
R0061226,1,53.35,53.35,2022-02-11,2022-02-11
R0008821,1,53.02,53.02,2024-06-22,2024-06-22
R0059270,2,164.08,82.04,2022-07-14,2024-04-19
R0026058,1,51.65,51.65,2022-02-20,2022-02-20
R0065380,2,97.7,48.85,2020-02-09,2022-04-15
R0043159,3,67.34,29.23,2020-03-20,2022-07-14
R0069594,4,155.36,62.74,2020-06-22,2025-01-04
R0033016,3,71.8,54.57666666666666,2022-02-24,2022-10-09
R0073208,1,86.84,86.84,2020-10-28,2020-10-28
R0028722,4,302.96,75.74,2021-03-18,2021-03-18
R0058188,3,192.16,64.05333333333333,2020-10-06,2023-08-26
R0018330,3,173.82,57.94,2024-01-21,2024-01-21
R0064190,3,62.84,59.75333333333333,2023-05-07,2025-09-18
R0060917,1,78.95,78.95,2020-11-17,2020-11-17
R0046298,2,148.62,74.31,2022-06-01,2022-06-01
R0000026,3,58.38,58.38,2023-11-23,2023-11-23
R0006906,3,117.42,39.14,2025-10-27,2025-10-27
R0067836,1,40.79,40.79,2024-12-10,2024-12-10
R0057451,6,336.91999999999996,56.15333333333333,2024-02-25,2025-02-26
R0068666,3,117.45,52.303333333333335,2020-11-11,2025-11-24
R0020495,2,121.34,60.67,2021-11-19,2022-06-26
R0019408,2,0.0,38.945,2020-12-07,2023-01-14
R0051123,1,28.2,28.2,2025-11-19,2025-11-19
R0056065,1,74.61,74.61,2021-11-12,2021-11-12
R0057544,2,45.39,45.39,2023-09-11,2023-09-11
R0026319,2,67.4,59.67,2024-11-23,2025-04-17
R0032989,3,39.62,43.81666666666666,2020-10-01,2025-06-07
R0019848,2,37.66,32.98,2020-01-05,2024-10-01
R0044312,3,120.34,51.01666666666667,2020-12-12,2024-10-15
R0031269,1,0.0,46.34,2020-02-08,2020-02-08
R0023421,1,29.04,29.04,2022-10-26,2022-10-26
R0065975,1,48.33,48.33,2025-08-20,2025-08-20
R0014875,2,131.13,65.565,2020-10-25,2024-04-12
R0052884,5,37.5,35.262,2020-01-15,2021-09-02
R0046181,2,69.38,34.69,2022-09-16,2022-09-16
R0068557,2,148.6,74.3,2023-02-21,2023-02-21
R0063397,3,122.92,55.95666666666667,2022-11-28,2025-09-05
R0063553,2,35.14,17.57,2020-12-05,2020-12-05
R0005525,2,32.76,39.885,2022-05-21,2024-09-02
R0045911,3,88.53999999999999,29.513333333333332,2022-02-23,2024-04-25
R0049970,4,79.92,40.555,2023-06-24,2024-05-22
R0020742,8,486.84999999999997,65.97749999999999,2020-02-24,2025-10-09
R0055533,1,26.5,26.5,2020-08-28,2020-08-28
R0015347,2,82.23,41.115,2020-11-19,2024-07-10
R0053538,5,139.18,37.970000000000006,2021-07-09,2025-05-21
R0059681,1,59.02,59.02,2020-09-12,2020-09-12
R0036546,5,350.09,70.018,2022-11-23,2023-04-24
R0029533,2,147.24,73.62,2021-04-21,2023-06-28
R0010029,2,38.08,41.47,2020-11-08,2020-11-22
R0056620,2,92.84,46.42,2023-06-27,2023-06-27
R0067007,4,221.37,55.3425,2024-04-01,2025-03-18
R0058221,6,342.5,57.083333333333336,2020-05-11,2021-10-24
R0001202,3,187.77,85.61333333333334,2021-07-21,2023-08-15
R0059510,3,75.94,66.61666666666666,2024-04-10,2025-03-21
R0014657,3,45.480000000000004,15.160000000000002,2020-02-22,2020-02-22
R0009987,1,63.53,63.53,2022-07-11,2022-07-11
R0066518,2,38.63,53.55500000000001,2024-08-04,2025-11-09
R0017824,1,83.56,83.56,2025-03-10,2025-03-10
R0069178,2,102.82,51.41,2021-05-11,2021-05-11
R0027188,4,189.39000000000001,57.972500000000004,2020-09-15,2021-12-02
R0048361,3,195.45000000000002,65.15,2022-07-24,2022-07-24
R0022445,1,34.55,34.55,2025-01-19,2025-01-19
R0037691,2,80.17,52.61,2022-03-04,2025-10-12
R0050981,2,54.53,65.36,2023-08-25,2025-04-23
R0028899,1,37.81,37.81,2021-09-10,2021-09-10
R0016192,2,65.08,65.08,2021-02-08,2021-02-08
R0051384,1,51.26,51.26,2021-10-07,2021-10-07
R0049559,4,250.3,81.1825,2021-11-03,2023-04-04
R0056693,3,252.81,84.27,2022-11-24,2022-11-24
R0021970,2,52.99,31.345,2021-04-07,2025-05-08
R0025477,2,128.36,64.18,2023-11-17,2023-11-17
R0043120,2,61.22,30.61,2020-05-19,2020-05-19
R0002720,2,88.51,65.22,2021-07-01,2022-11-19
R0053689,1,0.0,39.81,2022-07-02,2022-07-02
R0057075,2,169.8,84.9,2021-06-15,2021-06-15
R0008005,1,58.14,58.14,2023-08-16,2023-08-16
R0012712,2,48.42,24.21,2024-05-12,2024-05-12
R0065397,5,131.17000000000002,55.730000000000004,2020-09-02,2025-10-24
R0029317,4,67.44,36.2625,2020-07-15,2024-01-13
R0074416,1,64.41,64.41,2021-09-19,2021-09-19
R0058707,2,63.2,31.6,2022-10-14,2024-01-06
R0030860,3,51.58,74.27333333333333,2022-02-17,2022-03-01
R0034932,3,0.0,59.50666666666666,2021-03-12,2025-08-13
R0046599,2,123.04,61.52,2020-06-14,2020-06-14
R0030130,1,26.95,26.95,2020-12-28,2020-12-28
R0056863,1,56.24,56.24,2024-07-13,2024-07-13
R0041790,4,134.84,52.875,2021-05-12,2025-05-19
R0013205,2,25.09,30.68,2020-01-23,2022-01-22
R0032402,2,150.9,75.45,2025-11-12,2025-11-12
R0027262,3,158.44,52.81333333333333,2022-10-19,2024-04-03
R0029401,2,88.29,61.565000000000005,2023-08-05,2024-11-22
R0038071,1,26.33,26.33,2024-04-16,2024-04-16
R0059170,3,137.96,63.99,2021-04-25,2023-12-03
R0021880,1,43.29,43.29,2022-03-23,2022-03-23
R0057059,6,303.33,61.46666666666666,2023-07-21,2024-04-08
R0065347,1,49.0,49.0,2021-07-04,2021-07-04
R0010238,3,138.67,46.22333333333333,2020-09-18,2025-03-05
R0046211,1,61.39,61.39,2023-04-25,2023-04-25
R0050915,2,64.8,68.83,2021-06-16,2022-10-25
R0068242,2,29.33,54.5,2022-01-11,2022-06-17
R0012139,1,60.76,60.76,2023-06-20,2023-06-20
R0027476,1,79.26,79.26,2024-10-23,2024-10-23
R0004444,2,106.1,65.57,2021-11-21,2022-04-09
R0013808,2,85.46,62.58,2020-03-23,2022-02-14
R0020448,2,118.08,59.04,2022-02-28,2022-02-28
R0070214,2,66.06,33.03,2023-02-05,2023-02-05
R0072143,1,35.17,35.17,2024-04-22,2024-04-22
R0047254,3,150.04,62.61333333333332,2020-10-19,2022-11-11
R0028379,1,12.03,12.03,2023-12-10,2023-12-10
R0067752,3,23.22,37.10666666666666,2020-08-03,2025-06-21
R0052118,2,145.24,72.62,2020-03-01,2020-03-01
R0074780,2,41.55,50.95,2020-04-19,2022-11-27
R0058115,3,188.01,62.669999999999995,2022-09-08,2025-08-23
R0073494,1,59.8,59.8,2020-10-03,2020-10-03
R0037713,2,95.82,47.91,2020-01-14,2022-03-17
R0006988,8,260.21999999999997,39.951249999999995,2024-06-12,2025-11-12
R0029185,1,50.44,50.44,2022-07-21,2022-07-21
R0001639,2,39.34,19.67,2025-02-05,2025-02-05
R0037392,2,28.83,43.599999999999994,2021-10-14,2022-09-20
R0006821,5,134.56,53.55,2020-06-17,2024-08-19
R0035327,5,307.44,102.47999999999999,2020-09-25,2020-09-25
R0039130,4,145.18,50.010000000000005,2022-10-17,2025-01-22
R0024324,1,17.37,17.37,2024-07-06,2024-07-06
R0060757,1,19.31,19.31,2020-04-04,2020-04-04
